FileName,institutionCode,collectionCode,catalogueNumber,class,order,family,genus,specificEpithet,infraspecificEpithet,sex,lifeStage,country,locality,decimalLatitude,decimalLongitude,geodeticDatum,verbatimElevation,eventDate,measurementDeterminedDate,Patch,LightAngle1,LightAngle2,ProbeAngle1,ProbeAngle2,Replicate,Comments
AMNH_103499.00000018,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,upper tail coverts,0,0,0,0,3,
AMNH_103499.00000019,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,upper tail coverts,0,0,0,0,4,
AMNH_103499.00000020,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,upper tail coverts,0,0,0,0,5,
AMNH_103499.00000021,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,forehead,0,0,0,0,1,
AMNH_103499.00000022,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,forehead,0,0,0,0,2,
AMNH_103499.00000023,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,forehead,0,0,0,0,3,
AMNH_103499.00000024,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,forehead,0,0,0,0,4,
AMNH_103499.00000025,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,forehead,0,0,0,0,5,
AMNH_103499.00000026,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,crown,0,0,0,0,1,
AMNH_103499.00000027,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,crown,0,0,0,0,2,
AMNH_103499.00000028,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,crown,0,0,0,0,3,
AMNH_103499.00000029,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,crown,0,0,0,0,4,
AMNH_103499.00000030,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,crown,0,0,0,0,5,
AMNH_103499.00000031,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,back,0,0,0,0,1,
AMNH_103499.00000032,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,back,0,0,0,0,2,
AMNH_103499.00000033,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,back,0,0,0,0,3,
AMNH_103499.00000034,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,back,0,0,0,0,4,
AMNH_103499.00000035,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,back,0,0,0,0,5,
AMNH_103499.00000036,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,lore,0,0,0,0,1,
AMNH_103499.00000037,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,lore,0,0,0,0,2,
AMNH_103499.00000038,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,lore,0,0,0,0,3,
AMNH_103499.00000039,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,lore,0,0,0,0,4,
AMNH_103499.00000040,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,lore,0,0,0,0,5,
AMNH_103499.00000041,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,cheek,0,0,0,0,1,
AMNH_103499.00000042,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,cheek,0,0,0,0,2,
AMNH_103499.00000043,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,cheek,0,0,0,0,3,
AMNH_103499.00000044,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,cheek,0,0,0,0,4,
AMNH_103499.00000045,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,cheek,0,0,0,0,5,
AMNH_103499.00000046,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,flank,0,0,0,0,1,
AMNH_103499.00000047,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,flank,0,0,0,0,2,
AMNH_103499.00000048,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,flank,0,0,0,0,3,
AMNH_103499.00000049,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,flank,0,0,0,0,4,
AMNH_103499.00000050,AMNH,birds skins,103499,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Quilali,,,,,,,flank,0,0,0,0,5,
AMNH_103821.00000001,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,throat,0,0,0,0,1,
AMNH_103821.00000002,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,throat,0,0,0,0,2,
AMNH_103821.00000003,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,throat,0,0,0,0,3,
AMNH_103821.00000004,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,throat,0,0,0,0,4,
AMNH_103821.00000005,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,throat,0,0,0,0,5,
AMNH_103821.00000006,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,breast,0,0,0,0,1,
AMNH_103821.00000007,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,breast,0,0,0,0,2,
AMNH_103821.00000008,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,breast,0,0,0,0,3,
AMNH_103821.00000009,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,breast,0,0,0,0,4,
AMNH_103821.00000010,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,breast,0,0,0,0,5,
AMNH_103821.00000011,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,belly,0,0,0,0,1,
AMNH_103821.00000012,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,belly,0,0,0,0,2,
AMNH_103821.00000013,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,belly,0,0,0,0,3,
AMNH_103821.00000014,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,belly,0,0,0,0,4,
AMNH_103821.00000015,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,belly,0,0,0,0,5,
AMNH_103821.00000016,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,upper tail coverts,0,0,0,0,1,
AMNH_103821.00000017,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,upper tail coverts,0,0,0,0,2,
AMNH_103821.00000018,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,upper tail coverts,0,0,0,0,3,
AMNH_103821.00000019,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,upper tail coverts,0,0,0,0,4,
AMNH_103821.00000020,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,upper tail coverts,0,0,0,0,5,
AMNH_103821.00000021,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,forehead,0,0,0,0,1,
AMNH_103821.00000022,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,forehead,0,0,0,0,2,
AMNH_103821.00000023,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,forehead,0,0,0,0,3,
AMNH_103821.00000024,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,forehead,0,0,0,0,4,
AMNH_103821.00000025,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,forehead,0,0,0,0,5,
AMNH_103821.00000026,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,crown,0,0,0,0,1,
AMNH_103821.00000027,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,crown,0,0,0,0,2,
AMNH_103821.00000028,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,crown,0,0,0,0,3,
AMNH_103821.00000029,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,crown,0,0,0,0,4,
AMNH_103821.00000030,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,crown,0,0,0,0,5,
AMNH_103821.00000031,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,back,0,0,0,0,1,
AMNH_103821.00000032,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,back,0,0,0,0,2,
AMNH_103821.00000033,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,back,0,0,0,0,3,
AMNH_103821.00000034,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,back,0,0,0,0,4,
AMNH_103821.00000035,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,back,0,0,0,0,5,
AMNH_103821.00000036,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,lore,0,0,0,0,1,
AMNH_103821.00000037,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,lore,0,0,0,0,2,
AMNH_103821.00000038,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,lore,0,0,0,0,3,
AMNH_103821.00000039,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,lore,0,0,0,0,4,
AMNH_103821.00000040,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,lore,0,0,0,0,5,
AMNH_103821.00000041,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,cheek,0,0,0,0,1,
AMNH_103821.00000042,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,cheek,0,0,0,0,2,
AMNH_103821.00000043,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,cheek,0,0,0,0,3,
AMNH_103821.00000044,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,cheek,0,0,0,0,4,
AMNH_103821.00000045,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,cheek,0,0,0,0,5,
AMNH_103821.00000046,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,flank,0,0,0,0,1,
AMNH_103821.00000047,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,flank,0,0,0,0,2,
AMNH_103821.00000048,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,flank,0,0,0,0,3,
AMNH_103821.00000049,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,flank,0,0,0,0,4,
AMNH_103821.00000050,AMNH,birds skins,103821,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,flank,0,0,0,0,5,
AMNH_103822.00000001,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,throat,0,0,0,0,1,
AMNH_103822.00000002,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,throat,0,0,0,0,2,
AMNH_103822.00000003,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,throat,0,0,0,0,3,
AMNH_103822.00000004,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,throat,0,0,0,0,4,
AMNH_103822.00000005,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,throat,0,0,0,0,5,
AMNH_103822.00000006,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,breast,0,0,0,0,1,
AMNH_103822.00000007,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,breast,0,0,0,0,2,
AMNH_103822.00000008,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,breast,0,0,0,0,3,
AMNH_103822.00000009,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,breast,0,0,0,0,4,
AMNH_103822.00000010,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,breast,0,0,0,0,5,
AMNH_103822.00000011,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,belly,0,0,0,0,1,
AMNH_103822.00000012,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,belly,0,0,0,0,2,
AMNH_103822.00000013,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,belly,0,0,0,0,3,
AMNH_103822.00000014,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,belly,0,0,0,0,4,
AMNH_103822.00000015,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,belly,0,0,0,0,5,
AMNH_103822.00000016,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,upper tail coverts,0,0,0,0,1,
AMNH_103822.00000017,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,upper tail coverts,0,0,0,0,2,
AMNH_103822.00000018,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,upper tail coverts,0,0,0,0,3,
AMNH_103822.00000019,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,upper tail coverts,0,0,0,0,4,
AMNH_103822.00000020,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,upper tail coverts,0,0,0,0,5,
AMNH_103822.00000021,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,forehead,0,0,0,0,1,
AMNH_103822.00000022,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,forehead,0,0,0,0,2,
AMNH_103822.00000023,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,forehead,0,0,0,0,3,
AMNH_103822.00000024,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,forehead,0,0,0,0,4,
AMNH_103822.00000025,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,forehead,0,0,0,0,5,
AMNH_103822.00000026,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,crown,0,0,0,0,1,
AMNH_103822.00000027,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,crown,0,0,0,0,2,
AMNH_103822.00000028,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,crown,0,0,0,0,3,
AMNH_103822.00000029,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,crown,0,0,0,0,4,
AMNH_103822.00000030,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,crown,0,0,0,0,5,
AMNH_103822.00000031,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,back,0,0,0,0,1,
AMNH_103822.00000032,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,back,0,0,0,0,2,
AMNH_103822.00000033,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,back,0,0,0,0,3,
AMNH_103822.00000034,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,back,0,0,0,0,4,
AMNH_103822.00000035,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,back,0,0,0,0,5,
AMNH_103822.00000036,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,lore,0,0,0,0,1,
AMNH_103822.00000037,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,lore,0,0,0,0,2,
AMNH_103822.00000038,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,lore,0,0,0,0,3,
AMNH_103822.00000039,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,lore,0,0,0,0,4,
AMNH_103822.00000040,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,lore,0,0,0,0,5,
AMNH_103822.00000041,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,cheek,0,0,0,0,1,
AMNH_103822.00000042,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,cheek,0,0,0,0,2,
AMNH_103822.00000043,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,cheek,0,0,0,0,3,
AMNH_103822.00000044,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,cheek,0,0,0,0,4,
AMNH_103822.00000045,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,cheek,0,0,0,0,5,
AMNH_103822.00000046,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,flank,0,0,0,0,1,
AMNH_103822.00000047,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,flank,0,0,0,0,2,
AMNH_103822.00000048,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,flank,0,0,0,0,3,
AMNH_103822.00000049,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,flank,0,0,0,0,4,
AMNH_103822.00000050,AMNH,birds skins,103822,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,Nicaragua,Uluce,,,,,,,flank,0,0,0,0,5,
AMNH_103823.00000001,AMNH,birds skins,103823,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Uluce,,,,,,,throat,0,0,0,0,1,
AMNH_103823.00000002,AMNH,birds skins,103823,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Uluce,,,,,,,throat,0,0,0,0,2,
AMNH_103823.00000003,AMNH,birds skins,103823,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Uluce,,,,,,,throat,0,0,0,0,3,
AMNH_103823.00000004,AMNH,birds skins,103823,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Uluce,,,,,,,throat,0,0,0,0,4,
AMNH_103823.00000005,AMNH,birds skins,103823,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Uluce,,,,,,,throat,0,0,0,0,5,
AMNH_103823.00000006,AMNH,birds skins,103823,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Uluce,,,,,,,breast,0,0,0,0,1,
AMNH_103823.00000007,AMNH,birds skins,103823,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Uluce,,,,,,,breast,0,0,0,0,2,
AMNH_103823.00000008,AMNH,birds skins,103823,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Female,Adult,Nicaragua,Uluce,,,,,,,breast,0,0,0,0,3,
